title,file_zip,file_size,number_channels,preview,genre,artist
Echoes,https://multitracks.cambridge-mt.com/Fin_Echoes_Full.zip,342 MB,17,https://previews.cambridge-mt.com/Echoes_Full_Preview.mp3,1,70
Spaces,https://multitracks.cambridge-mt.com/FranciscoPerez_Spaces_Full.zip,225 MB,18,https://previews.cambridge-mt.com/Spaces_Full_Preview.mp3,1,71
Horizon,https://multitracks.cambridge-mt.com/Galias_Horizon_Full.zip,363 MB,20,https://previews.cambridge-mt.com/Horizon_Full_Preview.mp3,1,72
Siren,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/GeorgiaWonder_Siren_Full.zip,1030 MB,59,https://previews.cambridge-mt.com/Siren_Full_Preview.mp3,1,73
We Feel Alright,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1011_GirlsUnderGlass_Full.zip,571 MB,19,https://previews.cambridge-mt.com/1011_Remix.mp3,1,74
Ancora Qui,https://multitracks.cambridge-mt.com/Guarna_AncoraQui_Full.zip,390 MB,44,https://previews.cambridge-mt.com/AncoraQui_Full_Preview.mp3,1,75
Terania Creek Walking,https://multitracks.cambridge-mt.com/IanDearden_TeraniaCreekWalking_Full.zip,122 MB,19,https://previews.cambridge-mt.com/TeraniaCreekWalking_Full_Preview.mp3,1,76
Thursday Reverie,https://multitracks.cambridge-mt.com/IanDearden_ThursdayReverie_Full.zip,157 MB,6,https://previews.cambridge-mt.com/ThursdayReverie_Full_Preview.mp3,1,76
September Trance,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/J0K3R_SeptemberTrance_Full.zip,451 MB,18,https://previews.cambridge-mt.com/SeptemberTrance_Full_Preview.mp3,1,77
Machines On Treadmills,https://multitracks.cambridge-mt.com/JamesFabio_MachinesOnTreadmills_Full.zip,339 MB,17,https://previews.cambridge-mt.com/MachinesOnTreadmills_Full_Preview.mp3,1,78
Asiza,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/JohnAArdelli_Asiza_Full.zip,731 MB,25,https://previews.cambridge-mt.com/Asiza_Full_Preview.mp3,1,79
Chardonnay,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Chardonnay_Full.zip,814 MB,14,https://previews.cambridge-mt.com/Chardonnay_Full_Preview.mp3,1,80
Chardonnay (Lektrix Remix),https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayLektrixRemix_Full.zip,324 MB,15,https://previews.cambridge-mt.com/ChardonnayLektrixRemix_Full_Preview.mp3,1,80
Chardonnay (Mystik Vibe Remix),https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayMystikVibeRemix_Full.zip,704 MB,14,https://previews.cambridge-mt.com/ChardonnayMystikVibeRemix_Full_Preview.mp3,1,80
Chardonnay (Ornery Remix),https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayOrneryRemix_Full.zip,837 MB,29,https://previews.cambridge-mt.com/ChardonnayOrneryRemix_Full_Preview.mp3,1,80
Riesling,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Riesling_Full_1.zip,836 MB,79,https://previews.cambridge-mt.com/Riesling_Full_Preview.mp3,1,80
Heartbeats,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/JulietsRescue_Heartbeats_Full.zip,668 MB,45,https://previews.cambridge-mt.com/Heartbeats_Full_Preview.mp3,1,81
Got Your Love,https://multitracks.cambridge-mt.com/KarlHungus_GotYourLove_Full.zip,328 MB,71,https://previews.cambridge-mt.com/GotYourLove_Full_Preview.mp3,1,82
Sandstorm,https://multitracks.cambridge-mt.com/Ludo_Sandstorm_Full.zip,333 MB,63,https://previews.cambridge-mt.com/Sandstorm_Full_Preview.mp3,1,83
Light It Up (Remix),http://www.puremix.net/zelab-mixing-contest/zelab-session-39-major-lazer.html,155 MB,29,https://previews.cambridge-mt.com/LightItUp_Full_Preview.mp3,1,84
Cruising The Ice,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/MountaineeringClubOrchestra_CruisingTheIce_Full.zip,363 MB,19,https://previews.cambridge-mt.com/CruisingTheIce_Full_Preview.mp3,1,85
Too Bright,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Mu_TooBright_Full.zip,375 MB,32,https://previews.cambridge-mt.com/TooBright_Full_Preview.mp3,1,86
Shela Ya Marhaba,https://multitracks.cambridge-mt.com/MustafaAlbazy_ShelaYaMarhaba_Full.zip,514 MB,36,https://previews.cambridge-mt.com/ShelaYaMarhaba_Full_Preview.mp3,1,87
Tgheer,https://multitracks.cambridge-mt.com/MustafaAlbazy_Tgheer_Full.zip,559 MB,32,https://previews.cambridge-mt.com/Tgheer_Full_Preview.mp3,1,87
Steampunk Siege,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/NahumStrickland_SteampunkSiege_Full.zip,142 MB,21,https://previews.cambridge-mt.com/SteampunkSiege_Full_Preview.mp3,1,88
Slapback,https://multitracks.cambridge-mt.com/Nervbloc_Slapback_Full.zip,435 MB,27,https://previews.cambridge-mt.com/Slapback_Full_Preview.mp3,1,89
Escape Of The Hopping Rhinos,https://multitracks.cambridge-mt.com/Nominal6_EscapeOfTheHoppingRhinos_Full.zip,150 MB,14,https://previews.cambridge-mt.com/EscapeOfTheHoppingRhinos_Full_Preview.mp3,1,90
Russian Bot,https://multitracks.cambridge-mt.com/OctopusOnFire_RussianBot_Full.zip,963 MB,49,https://previews.cambridge-mt.com/RussianBot_Full_Preview.mp3,1,91
Oral Hygiene,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MR0907_Punkdisco_Full.zip,186 MB,30,https://previews.cambridge-mt.com/0907_Remix.mp3,1,92
Just Let It Go,https://multitracks.cambridge-mt.com/Rattletree_JustLetItGo_Full.zip,1434 MB,75,https://previews.cambridge-mt.com/JustLetItGo_Full_Preview.mp3,1,93
Anomalous Weeping,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_AnomalousWeeping_Full.zip,521 MB,12,https://previews.cambridge-mt.com/AnomalousWeeping_Full_Preview.mp3,1,94
Cold Strive,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_ColdStrive_Full.zip,654 MB,15,https://previews.cambridge-mt.com/ColdStrive_Full_Preview.mp3,1,94
Entwine,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_Entwine_Full.zip,472 MB,13,https://previews.cambridge-mt.com/Entwine_Full_Preview.mp3,1,94
Human Mistakes,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_HumanMistakes_Full.zip,322 MB,14,https://previews.cambridge-mt.com/HumanMistakes_Full_Preview.mp3,1,94
Long Road,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_LongRoad_Full.zip,408 MB,17,https://previews.cambridge-mt.com/LongRoad_Full_Preview.mp3,1,94
Resurrection Resurrected,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_Resurrection_Full.zip,427 MB,15,https://previews.cambridge-mt.com/ResurrectionResurrected_Full_Preview.mp3,1,94
Together Alone,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Skelpolu_TogetherAlone_Full.zip,374 MB,16,https://previews.cambridge-mt.com/TogetherAlone_Full_Preview.mp3,1,94
Broken Man,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/SpeakSoftly_BrokenMan_Full.zip,223 MB,17,https://previews.cambridge-mt.com/BrokenMan_Full_Preview.mp3,1,95
Like Horses,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/SpeakSoftly_LikeHorses_Full.zip,323 MB,30,https://previews.cambridge-mt.com/LikeHorses_Full_Preview.mp3,1,95
North Is False,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/SpeakSoftly_NorthIsFalse_Full.zip,162 MB,15,https://previews.cambridge-mt.com/NorthIsFalse_Full_Preview.mp3,1,95
Stalker,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/TimTaler_Stalker_Full.zip,277 MB,46,https://previews.cambridge-mt.com/Stalker_Full_Preview.mp3,1,96
Devil's Words,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/Actions_DevilsWords_Full.zip,290 MB,27,https://previews.cambridge-mt.com/DevilsWords_Full_Preview.mp3,2,97
One Minute Smile,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/Actions_OneMinuteSmile_Full.zip,284 MB,23,https://previews.cambridge-mt.com/OneMinuteSmile_Full_Preview.mp3,2,97
South Of The Water,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/Actions_SouthOfTheWater_Full.zip,279 MB,30,https://previews.cambridge-mt.com/SouthOfTheWater_Full_Preview.mp3,2,97
Drag me Down,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/AdamBuckley_DragMeDown_Full.zip,517 MB,50,https://previews.cambridge-mt.com/DragMeDown_Full_Preview.mp3,2,98
Ae Mere Humsafar,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/AjayNagarkotiAndVibhuDixit_AeMereHumsafar_Full.zip,390 MB,22,https://previews.cambridge-mt.com/AeMereHumsafar_Full_Preview.mp3,2,99
Schoolboy Fascination,https://mtkdata.cambridgemusictechnology.co.uk/MTK003/MR0908_AlJames_Full.zip,557 MB,62,https://previews.cambridge-mt.com/0908_Remix.mp3,2,100
Howlin,http://www.puremix.net/zelab-mixing-contest/zelab-session-5-howlin.html,766 MB,90,https://previews.cambridge-mt.com/Howlin_Full_Preview.mp3,2,101
Rescue Me,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/AmyHelmAndTheHandsomeStrangers_RescueMe_Full.zip,653 MB,18,https://previews.cambridge-mt.com/RescueMe_Full_Preview.mp3,2,102
This Town,https://multitracks.cambridge-mt.com/AngeloBoltini_ThisTown_Full.zip,1297 MB,76,https://previews.cambridge-mt.com/ThisTown_Full_Preview.mp3,2,103
Loser,https://multitracks.cambridge-mt.com/AsWeAre_Loser_Full.zip,208 MB,35,https://previews.cambridge-mt.com/Loser_Full_Preview.mp3,2,104
It Was My Fault For Waiting,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/AtlantisBound_ItWasMyFaultForWaiting_Full.zip,668 MB,44,https://previews.cambridge-mt.com/ItWasMyFaultForWaiting_Full_Preview.mp3,2,105
Mouche,http://www.puremix.net/zelab-mixing-contest/zelab-session-7-mouche.html,652 MB,50,https://previews.cambridge-mt.com/Mouche_Full_Preview.mp3,2,106
Dream State (feat. Flora Lin),https://multitracks.cambridge-mt.com/BaumXmedia_DreamState_Full.zip,345 MB,36,https://previews.cambridge-mt.com/DreamState_Full_Preview.mp3,2,107
Koishii (feat. N.I.A.),https://multitracks.cambridge-mt.com/BaumXmedia_Koishii_Full.zip,365 MB,48,https://previews.cambridge-mt.com/Koishii_Full_Preview.mp3,2,107
Hey Carrie Anne,https://mtkdata.cambridgemusictechnology.co.uk/MTK008/BenCarrigan_HeyCarrieAnne_Full.zip,223 MB,24,https://previews.cambridge-mt.com/HeyCarrieAnne_Full_Preview.mp3,2,108
We'll Talk About It All Tonight,https://mtkdata.cambridgemusictechnology.co.uk/MTK008/BenCarrigan_WellTalkAboutItAllTonight_Full.zip,586 MB,51,https://previews.cambridge-mt.com/WellTalkAboutItAllTonight_Full_Preview.mp3,2,108
Better Way,https://multitracks.cambridge-mt.com/BenjaminJohn_BetterWay_Full.zip,262 MB,46,https://previews.cambridge-mt.com/BetterWay_Full_Preview.mp3,2,109
"Kak Tvoi Dela, Vova?",https://mtkdata.cambridgemusictechnology.co.uk/MTK010/Bruks_KakTvoiDelaVova_Full.zip,695 MB,27,https://previews.cambridge-mt.com/KakTvoiDelaVova_Full_Preview.mp3,2,110
A Place For Us,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/CarlosGonzalez_APlaceForUs_Full.zip,682 MB,69,https://previews.cambridge-mt.com/APlaceForUs_Full_Preview.mp3,2,111
Guerra Alla Frontiera,https://multitracks.cambridge-mt.com/Cunegonda_GuerraAllaFrontiera_Full.zip,249 MB,25,https://previews.cambridge-mt.com/GuerraAllaFrontiera_Full_Preview.mp3,2,112
It's So Easy To Love You,https://multitracks.cambridge-mt.com/DavidTyo_ItsSoEasyToLoveYou_Full.zip,311 MB,29,https://previews.cambridge-mt.com/ItsSoEasyToLoveYou_Full_Preview.mp3,2,113
Long Way Home,https://multitracks.cambridge-mt.com/DavidTyo_LongWayHome_Full.zip,523 MB,28,https://previews.cambridge-mt.com/LongWayHome_Full_Preview.mp3,2,113
Never Ebb But Flow,https://multitracks.cambridge-mt.com/DavidTyo_NeverEbbButflow_Full.zip,443 MB,54,https://previews.cambridge-mt.com/NeverEbbButflow_Full_Preview.mp3,2,113
"Oh, Life",https://multitracks.cambridge-mt.com/DavidTyo_OhLife_Full.zip,235 MB,24,https://previews.cambridge-mt.com/OhLife_Full_Preview.mp3,2,113
Electrvm,https://multitracks.cambridge-mt.com/DigitalHumans_Electrvm_Full.zip,381 MB,56,https://previews.cambridge-mt.com/Electrvm_Full_Preview.mp3,2,114
Relentlessly,https://multitracks.cambridge-mt.com/DigitalHumans_Relentlessly_Full.zip,281 MB,44,https://previews.cambridge-mt.com/Relentlessly_Full_Preview.mp3,2,114
Muddy Water,https://multitracks.cambridge-mt.com/DorotheaWessel_MuddyWater_Full.zip,687 MB,58,https://previews.cambridge-mt.com/MuddyWater_Full_Preview.mp3,2,115
Ghost Bitch,https://mtkdata.cambridgemusictechnology.co.uk/MTK008/Drumtracks_GhostBitch_Full.zip,573 MB,25,https://previews.cambridge-mt.com/GhostBitch_Full_Preview.mp3,2,116
Big Man's Death,https://mtkdata.cambridgemusictechnology.co.uk/MTK017/EduardSemenov_BigMansDeath_Full.zip,185 MB,17,https://previews.cambridge-mt.com/BigMansDeath_Full_Preview.mp3,2,117
River Of The White Gloom,https://multitracks.cambridge-mt.com/EduardSemenov_RiverOfTheWhiteGloom_Full.zip,163 MB,14,https://previews.cambridge-mt.com/RiverOfTheWhiteGloom_Full_Preview.mp3,2,117
Echo (feat. Analise Rios),https://mtkdata.cambridgemusictechnology.co.uk/MTK015/EJRios_Echo_Full.zip,333 MB,63,https://previews.cambridge-mt.com/Echo_Full_Preview.mp3,2,118
Same Kind Of Life,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/Finlay_SameKindOfLife_Full.zip,339 MB,20,https://previews.cambridge-mt.com/SameKindOfLife_Full_Preview.mp3,2,119
Not Alone,https://archive.org/details/FredyVNotAlone,3900 MB,26,https://previews.cambridge-mt.com/NotAlone_Full_Preview.mp3,2,120
You & Me & The Radio,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/HumanRadio_YouMeAndTheRadio_Full.zip,739 MB,34,https://previews.cambridge-mt.com/YouAndMeAndTheRadio_Full_Preview.mp3,2,121
Funkkihillo,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/IlmariKontia_Funkkihillo_Full.zip,213 MB,34,https://previews.cambridge-mt.com/Funkkihillo_Full_Preview.mp3,2,122
The English Actor,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR0902_JamesElder_Full.zip,360 MB,20,https://previews.cambridge-mt.com/0902_Remix.mp3,2,123
Through My Eyes,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/MR1001_JayMenon_Full.zip,357 MB,23,https://previews.cambridge-mt.com/1001_Remix.mp3,2,124
Never Stop,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/JulesKing_NeverStop_Full.zip,489 MB,41,https://previews.cambridge-mt.com/NeverStop_Full_Preview.mp3,2,125
By My Side,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/KatWright_ByMySide_Full.zip,713 MB,24,https://previews.cambridge-mt.com/ByMySide_Full_Preview.mp3,2,126
Contact,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/KatWright_Contact_Full.zip,925 MB,21,https://previews.cambridge-mt.com/Contact_Full_Preview.mp3,2,126
Afterglow,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/KeystoneAngel_Afterglow_Full.zip,345 MB,31,https://previews.cambridge-mt.com/Afterglow_Full_Preview.mp3,2,127
Come Around,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/MR0702_Leaf_Full.zip,155 MB,27,https://previews.cambridge-mt.com/0702_Remix.mp3,2,128
Summerghost,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Leaf_Summerghost_Full.zip,228 MB,28,https://previews.cambridge-mt.com/Summerghost_Full_Preview.mp3,2,128
Wicked,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/Leaf_Wicked_Full.zip,221 MB,26,https://previews.cambridge-mt.com/Wicked_Full_Preview.mp3,2,128
Catching Up,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/LyndseyOllard_CatchingUp_Full.zip,675 MB,49,https://previews.cambridge-mt.com/CatchingUp_Full_Preview.mp3,2,129
Sorry,https://multitracks.cambridge-mt.com/MattiasSkantze_Sorry_Full.zip,423 MB,31,https://previews.cambridge-mt.com/Sorry_Full_Preview.mp3,2,130
Encanto Tropical,http://www.puremix.net/zelab-mixing-contest/zelab-session-35-monsieur-perine.html,661 MB,10,https://previews.cambridge-mt.com/EncantoTropical_Full_Preview.mp3,2,131
Big Dummy Shake,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MR0903_Moosmusic_Full.zip,220 MB,34,https://previews.cambridge-mt.com/0903_Remix.mp3,2,132
Pure Luxury,http://www.puremix.net/zelab-mixing-contest/zelab-session-41-nzca-lines.html,1124 MB,121,https://previews.cambridge-mt.com/PureLuxury_Full_Preview.mp3,2,133
El Marinero,https://multitracks.cambridge-mt.com/PlanCaliente_ElMarinero_Full.zip,163 MB,32,https://previews.cambridge-mt.com/ElMarinero_Full_Preview.mp3,2,134
Tiring,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/RaftMonk_Tiring_Full.zip,729 MB,36,https://previews.cambridge-mt.com/Tiring_Full_Preview.mp3,2,135
Crazy For Me,https://multitracks.cambridge-mt.com/RandomSomebody_CrazyForMe_Full.zip,385 MB,19,https://previews.cambridge-mt.com/CrazyForMe_Full_Preview.mp3,2,136
C U Next Time,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/RememberDecember_CUNextTime_Full.zip,446 MB,30,https://previews.cambridge-mt.com/CUNextTime_Full_Preview.mp3,2,137
Don't Put Me On Hold,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/RememberJones_DontPutMeOnHold_Full.zip,683 MB,23,https://previews.cambridge-mt.com/DontPutMeOnHold_Full_Preview.mp3,2,138
Dream No. 12,https://multitracks.cambridge-mt.com/RicardoSantiago_DreamNo12_Full.zip,374 MB,27,https://previews.cambridge-mt.com/DreamNo12_Full_Preview.mp3,2,139
Let The Music Fade Away,https://multitracks.cambridge-mt.com/RicardoSantiago_LetTheMusicFadeAway_Full.zip,432 MB,25,https://previews.cambridge-mt.com/LetTheMusicFadeAway_Full_Preview.mp3,2,139
Why Don't You Stay,https://multitracks.cambridge-mt.com/RonnieJones_WhyDontYouStay_Full.zip,751 MB,45,https://previews.cambridge-mt.com/WhyDontYouStay_Full_Preview.mp3,2,140
Carousel Ride,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/Rubblebucket_CarouselRide_Full.zip,279 MB,9,https://previews.cambridge-mt.com/CarouselRide_Full_Preview.mp3,2,141
Kaathaadi,https://mtkdata.cambridgemusictechnology.co.uk/MTK003/MR1202_SambasevamShanmugam_Full.zip,294 MB,39,https://previews.cambridge-mt.com/1202_Remix.mp3,2,142
What Have You Done To Me,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1107_SigneJakobsen_Full.zip,266 MB,35,https://previews.cambridge-mt.com/1107_Remix.mp3,2,143
Learning How To Fly,https://multitracks.cambridge-mt.com/Silona_LearningHowToFly_Full.zip,1373 MB,83,https://previews.cambridge-mt.com/LearningHowToFly_Full_Preview.mp3,2,144
Prodigal,https://multitracks.cambridge-mt.com/StarnesAndShah_Prodigal_Full.zip,241 MB,19,https://previews.cambridge-mt.com/Prodigal_Full_Preview.mp3,2,145
Gone,https://multitracks.cambridge-mt.com/Strobe_Gone_Full.zip,466 MB,42,https://previews.cambridge-mt.com/Gone_Full_Preview.mp3,2,146
Maya,https://multitracks.cambridge-mt.com/Strobe_Maya_Full.zip,435 MB,30,https://previews.cambridge-mt.com/Maya_Full_Preview.mp3,2,146
Word Gets Around,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/MR0811_StVitus_Full.zip,169 MB,12,https://previews.cambridge-mt.com/0811_Remix.mp3,2,147
Spirit Cold,https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/TallHeights_SpiritCold_Full.zip,374 MB,9,https://previews.cambridge-mt.com/SpiritCold_Full_Preview.mp3,2,148
Convertible,https://multitracks.cambridge-mt.com/TedBehrman_Convertible_Full.zip,475 MB,30,https://previews.cambridge-mt.com/Convertible_Full_Preview.mp3,2,149
Just Don't Talk,https://multitracks.cambridge-mt.com/TimoAndTheTimezone_JustDontTalk_Full.zip,205 MB,27,https://previews.cambridge-mt.com/JustDontTalk_Full_Preview.mp3,2,150
Window,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/TrickBird_Window_Full.zip,254 MB,38,https://previews.cambridge-mt.com/Window_Full_Preview.mp3,2,151
Widow (feat. The Fiend),https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Widow_Full.zip,313 MB,36,https://previews.cambridge-mt.com/Widow_Full_Preview.mp3,2,152
Alright?,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Alright_Full.zip,240 MB,16,https://previews.cambridge-mt.com/Alright_Full_Preview.mp3,2,152
Angelsaint,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Angelsaint_Full.zip,285 MB,14,https://previews.cambridge-mt.com/Angelsaint_Full_Preview.mp3,2,152
Better?,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Better_Full.zip,286 MB,28,https://previews.cambridge-mt.com/Better_Full_Preview.mp3,2,152
Dorothy,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Dorothy_Full.zip,171 MB,19,https://previews.cambridge-mt.com/Dorothy_Full_Preview.mp3,2,152
Gimme,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_Gimme_Full.zip,199 MB,16,https://previews.cambridge-mt.com/Gimme_Full_Preview.mp3,2,152
To Sam Rawfers,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/Triviul_ToSamRawfers_Full.zip,244 MB,16,https://previews.cambridge-mt.com/ToSamRawfers_Full_Preview.mp3,2,152
Another Day Calling,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/TurnBackToSpring_AnotherDayCalling_Full.zip,544 MB,42,https://previews.cambridge-mt.com/AnotherDayCalling_Full_Preview.mp3,2,153
